"Series.Code","Indicator.Name","Long.definition","Percent.Video","Percent.Total"
"FB.AST.NPER.ZS","Bank nonperforming loans to total gross loans (%)","Bank nonperforming loans to total gross loans are the value of nonperforming loans divided by the total value of the loan portfolio (including nonperforming loans before the deduction of specific loan-loss provisions). The loan amount recorded as nonperforming should be the gross value of the loan as recorded on the balance sheet, not just the amount that is overdue.",0.727891156462585,0.556390977443609
"FB.BNK.CAPA.ZS","Bank capital to assets ratio (%)","Bank capital to assets is the ratio of bank capital and reserves to total assets. Capital and reserves include funds contributed by owners, retained earnings, general and special reserves, provisions, and valuation adjustments. Capital includes tier 1 capital (paid-up shares and common stock), which is a common feature in all countries' banking systems, and total regulatory capital, which includes several specified types of subordinated debt instruments that need not be repaid if the funds are required to maintain minimum capital levels (these comprise tier 2 and tier 3 capital). Total assets include all nonfinancial and financial assets.",0.727891156462585,0.552631578947368
"NY.TRF.NCTR.KN","Net secondary income (Net current transfers from abroad) (constant LCU)","Net secondary income comprises transfers of income between residents of the reporting country and the rest of the world that carry no provisions for repayment. Net current transfers from abroad is equal to the unrequited transfers of income from nonresidents to residents minus the unrequited transfers from residents to nonresidents. Data are in constant local currency.",0.727891156462585,0.484962406015038
"HF.STA.OW18.MA.ZS","Prevalence of overweight, male, BMI > 25 (% of population 18+)","Percentage of male population aged 18 or older with BMI above 25",0.727272727272727,0.700507614213198
"DT.DOD.PBND.GG.CD","GG, bonds (DOD, current US$)","General government  debt from bonds that are either publicly issued or privately placed. Data are in current U.S. dollars.",0.724137931034483,0.748148148148148
"DT.AMT.PRPG.CD","Principal repayments on external debt, private guaranteed by public sector (PPG) (AMT, current US$)","Private sector guaranteed by Public Sector  long-term debt are aggregated.Private sector guaranteed by Public Sector debt is an external obligation of a public debtor, including the national government, a political subdivision (or an agency of either), and autonomous public bodies. Publicly guaranteed debt is an external obligation of a private debtor that is guaranteed for repayment by a public entity. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Long-term external debt is defined as debt that has an original or extended maturity of more than one year and that is owed to nonresidents by residents of an economy and repayable in currency, goods, or services. Data are in current U.S. dollars.",0.724137931034483,0.733333333333333
"UIS.FGP.5T8.F600","Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","Female share of graduates in the given field of education, tertiary is the number of female graduates expressed as a percentage of the total number of graduates in the given field of education from tertiary education.",0.72108843537415,0.528301886792453
"SH.HIV.INCD.TL","Adults (ages 15+) and children (ages 0-14) newly infected with HIV","Number of adults (ages 15+) and children (ages 0-14) newly infected with HIV.",0.72108843537415,0.503759398496241
"SH.HIV.INCD.TL.P3","Incidence of HIV, all (per 1,000 uninfected population)","Number of new HIV infections among uninfected populations expressed per 1,000 uninfected population in the year before the period.",0.72108843537415,0.597744360902256
"DC.DAC.IRLL.CD","Net bilateral aid flows from DAC donors, Ireland (current US$)","Net bilateral aid flows from DAC donors are the net disbursements of official development assistance (ODA) or official aid from the members of the Development Assistance Committee (DAC). Net disbursements are gross disbursements of grants and loans minus repayments of principal on earlier loans. ODA consists of loans made on concessional terms (with a grant element of at least 25 percent, calculated at a rate of discount of 10 percent) and grants made to promote economic development and welfare in countries and territories in the DAC list of ODA recipients. Official aid refers to aid flows from official donors to countries and territories in part II of the DAC list of recipients: more advanced countries of Central and Eastern Europe, the countries of the former Soviet Union, and certain advanced developing countries and territories. Official aid is provided under terms and conditions similar to those for ODA. Part II of the DAC List was abolished in 2005. The collection of data on official aid and other resource flows to Part II countries ended with 2004 data. DAC members are Australia, Austria, Belgium, Canada, Czech Republic, Denmark, Finland, France, Germany, Greece, Hungary, Iceland, Ireland, Italy, Japan, Korea, Luxembourg, The Netherlands, New Zealand, Norway, Poland, Portugal, Slovak Republic, Slovienia, Spain, Sweden, Switzerland, United Kingdom, United States, and European Union Institutions. Regional aggregates include data for economies not specified elsewhere. World and income group totals include aid not allocated by country or region. Data are in current U.S. dollars.",0.72108843537415,0.744360902255639
"HF.STA.OW18.FE.ZS","Prevalence of overweight, female, BMI > 25 (% of population 18+)","Percentage of female population aged 18 or older with BMI above 25",0.72027972027972,0.695431472081218
"SH.HIV.INCD.ZS","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","Number of new HIV infections among uninfected populations ages 15-49 expressed per 1,000 uninfected population in the year before the period.",0.714285714285714,0.584905660377358
"SL.EMP.SMGT.FE.ZS","Female share of employment in senior and middle management (%)","The proportion of females in total employment in senior and middle management. It corresponds to major group 1 in both ISCO-08 and ISCO-88 minus category 14 in ISCO-08 (hospitality, retail and other services managers) and minus category 13 in ISCO-88 (general managers), since these comprise mainly managers of small enterprises.",0.714285714285714,0.524528301886792
"SH.STA.ORTH","Diarrhea treatment (% of children under 5 who received ORS packet)","Percentage of children under age 5 with diarrhea in the two weeks preceding the survey who received oral rehydration salts (ORS packets or pre-packaged ORS fluids).",0.714285714285714,0.68796992481203
"SP.DYN.CONM.AL.ZS","Contraceptive prevalence, any modern method (% of all women ages 15-49)","Contraceptive prevalence, any modern method is the percentage of all women ages 15-49 who are practicing, or whose sexual partners are practicing, at least one modern method of contraception.  Modern methods of contraception include female and male sterilization, oral hormonal pills, the intra-uterine device (IUD), the male condom, injectables, the implant (including Norplant), vaginal barrier methods, the female condom and emergency contraception.",0.714285714285714,0.635338345864662
"SP.DYN.CONU.AL.ZS","Contraceptive prevalence, any method (% of all women ages 15-49)","Contraceptive prevalence, any method is the percentage of all women ages 15-49 who are practicing, or whose sexual partners are practicing, any method of contraception (modern or traditional). Modern methods of contraception include female and male sterilization, oral hormonal pills, the intra-uterine device (IUD), the male condom, injectables, the implant (including Norplant), vaginal barrier methods, the female condom and emergency contraception. Traditional methods of contraception include rhythm (e.g., fertility awareness based methods, periodic abstinence), withdrawal and other traditional methods.",0.714285714285714,0.642857142857143
"DT.ODA.ODAT.GI.ZS","Net ODA received (% of gross capital formation)","Net official development assistance (ODA) consists of disbursements of loans made on concessional terms (net of repayments of principal) and grants by official agencies of the members of the Development Assistance Committee (DAC), by multilateral institutions, and by non-DAC countries to promote economic development and welfare in countries and territories in the DAC list of ODA recipients. It includes loans with a grant element of at least 25 percent (calculated at a rate of discount of 10 percent).",0.714285714285714,0.729323308270677
"HF.STA.INPT.ZS.Q1","Inpatient care use in last 12 months (% of population 18+): Q1 (lowest)","Percentage of population age 18 and older using inpatient care in the last 12 months",0.713286713286713,0.634517766497462
"HF.STA.INPT.ZS.Q2","Inpatient care use in last 12 months (% of population 18+): Q2","Percentage of population age 18 and older using inpatient care in the last 12 months",0.713286713286713,0.634517766497462
"HF.STA.INPT.ZS.Q3","Inpatient care use in last 12 months (% of population 18+): Q3","Percentage of population age 18 and older using inpatient care in the last 12 months",0.713286713286713,0.634517766497462
"HF.STA.INPT.ZS.Q4","Inpatient care use in last 12 months (% of population 18+): Q4","Percentage of population age 18 and older using inpatient care in the last 12 months",0.713286713286713,0.634517766497462
"HF.STA.INPT.ZS.Q5","Inpatient care use in last 12 months (% of population 18+): Q5 (highest)","Percentage of population age 18 and older using inpatient care in the last 12 months",0.713286713286713,0.634517766497462
"DT.DOD.DECB.CD","External debt stocks, central bank (PPG) (DOD, current US$)","Central Bank debt position at end of the reference period.  The central bank is the financial institution (or institutions) that exercises control over key aspects of the financial system. The monetary authority, normally the agency that issues currency and holds the country�s international reserves.Data are in current U.S. dollars.",0.71264367816092,0.637037037037037
"DT.AMT.PBND.GG.CD","GG, bonds (AMT, current US$)","General government debt from bonds that are either publicly issued or privately placed. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars.",0.71264367816092,0.740740740740741
"DT.INT.PBND.GG.CD","GG, bonds (INT, current US$)","General government  debt from bonds that are either publicly issued or privately placed. Interest payments are actual amounts of interest paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars.",0.71264367816092,0.740740740740741
"DT.NFL.PBND.GG.CD","GG, bonds (NFL, current US$)","General government debt from bonds that are either publicly issued or privately placed. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.",0.71264367816092,0.740740740740741
"DT.NTR.PBND.GG.CD","GG, bonds (NTR, current US$)","General government debt from bonds that are either publicly issued or privately placed. Net transfers are net flows minus interest payments during the year; negative transfers show net transfers made by the borrower to the creditor during the year. Data are in current U.S. dollars.",0.71264367816092,0.740740740740741
"DT.TDS.PBND.GG.CD","GG, bonds (TDS, current US$)","General government  debt from bonds that are either publicly issued or privately placed. Debt service payments are the sum of principal repayments and interest payments actually made in the year specified. Data are in current U.S. dollars.",0.71264367816092,0.740740740740741
"DT.INT.PRPG.CD","Interest payments on external debt, private guaranteed by public sector (PPG) (INT, current US$)","Private sector guaranteed by Public Sector long-term debt are aggregated. Public debt is an external obligation of a public debtor, including the national government, a political subdivision (or an agency of either), and autonomous public bodies. Publicly guaranteed debt is an external obligation of a private debtor that is guaranteed for repayment by a public entity. Interest payments are actual amounts of interest paid by the borrower in currency, goods, or services in the year specified. Long-term external debt is defined as debt that has an original or extended maturity of more than one year and that is owed to nonresidents by residents of an economy and repayable in currency, goods, or services. Data are in current U.S. dollars.",0.71264367816092,0.725925925925926
"SH.HIV.INCD.FE.P3","Incidence of HIV, ages 15-49, female (per 1,000 uninfected female population ages 15-49)","Number of new HIV infections among uninfected female populations ages 15-49 expressed per 1,000 uninfected female population ages 15-49 in the year before the period.",0.707482993197279,0.569811320754717
"SH.HIV.INCD.MA.P3","Incidence of HIV, ages 15-49, male (per 1,000 uninfected male population ages 15-49)","Number of new HIV infections among uninfected male populations ages 15-49 expressed per 1,000 uninfected male population ages 15-49 in the year before the period.",0.707482993197279,0.569811320754717
"SH.HIV.INCD.YG.FE.P3","Incidence of HIV, ages 15-24, female (per 1,000 uninfected female population ages 15-24)","Number of new HIV infections among uninfected male populations ages 15-24 expressed per 1,000 uninfected male population ages 15-24 in the year before the period.",0.707482993197279,0.569811320754717
"SH.HIV.INCD.YG.MA.P3","Incidence of HIV, ages 15-24, male (per 1,000 uninfected male population ages 15-24)","Number of new HIV infections among uninfected female populations ages 15-24 expressed per 1,000 uninfected female population ages 15-24 in the year before the period.",0.707482993197279,0.569811320754717
"SH.HIV.INCD.YG.P3","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","Number of new HIV infections among uninfected populations ages 15-24 expressed per 1,000 uninfected population ages 15-24 in the year before the period.",0.707482993197279,0.569811320754717
"SH.HIV.INCD","Adults (ages 15-49) newly infected with HIV","Number of adults (ages 15-49) newly infected with HIV.",0.707482993197279,0.496240601503759
"SH.HIV.INCD.50.P3","Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)","Number of new HIV infections among uninfected populations ages 50+ expressed per 1,000 uninfected population ages 50+ in the year before the period.",0.707482993197279,0.56015037593985
"SH.HIV.INCD.YG","Young people (ages 15-24) newly infected with HIV","Number of young people (ages 15-24) newly infected with HIV.",0.707482993197279,0.496240601503759
"SH.STA.BFED.ZS","Exclusive breastfeeding (% of children under 6 months)","Exclusive breastfeeding refers to the percentage of children less than six months old who are fed breast milk alone (no other liquids) in the past 24 hours.",0.707482993197279,0.680451127819549
"DC.DAC.NZLL.CD","Net bilateral aid flows from DAC donors, New Zealand (current US$)","Net bilateral aid flows from DAC donors are the net disbursements of official development assistance (ODA) or official aid from the members of the Development Assistance Committee (DAC). Net disbursements are gross disbursements of grants and loans minus repayments of principal on earlier loans. ODA consists of loans made on concessional terms (with a grant element of at least 25 percent, calculated at a rate of discount of 10 percent) and grants made to promote economic development and welfare in countries and territories in the DAC list of ODA recipients. Official aid refers to aid flows from official donors to countries and territories in part II of the DAC list of recipients: more advanced countries of Central and Eastern Europe, the countries of the former Soviet Union, and certain advanced developing countries and territories. Official aid is provided under terms and conditions similar to those for ODA. Part II of the DAC List was abolished in 2005. The collection of data on official aid and other resource flows to Part II countries ended with 2004 data. DAC members are Australia, Austria, Belgium, Canada, Czech Republic, Denmark, Finland, France, Germany, Greece, Hungary, Iceland, Ireland, Italy, Japan, Korea, Luxembourg, The Netherlands, New Zealand, Norway, Poland, Portugal, Slovak Republic, Slovienia, Spain, Sweden, Switzerland, United Kingdom, United States, and European Union Institutions. Regional aggregates include data for economies not specified elsewhere. World and income group totals include aid not allocated by country or region. Data are in current U.S. dollars.",0.707482993197279,0.706766917293233
"DT.ODA.ODAT.MP.ZS","Net ODA received (% of imports of goods, services and primary income)","Net official development assistance (ODA) consists of disbursements of loans made on concessional terms (net of repayments of principal) and grants by official agencies of the members of the Development Assistance Committee (DAC), by multilateral institutions, and by non-DAC countries to promote economic development and welfare in countries and territories in the DAC list of ODA recipients. It includes loans with a grant element of at least 25 percent (calculated at a rate of discount of 10 percent).",0.707482993197279,0.75187969924812
"SE.PRM.TCAQ.ZS","Trained teachers in primary education (% of total teachers)","Trained teachers in primary education are the percentage of primary school teachers who have received the minimum organized teacher training (pre-service or in-service) required for teaching in a given country.",0.707482993197279,0.733082706766917
"HF.STA.OW18.ZS","Prevalence of overweight, BMI > 25 (% of population 18+)","Percentage of population aged 18 or older with BMI above 25",0.706293706293706,0.685279187817259
"DT.TDS.DECB.CD","Debt service on external debt, central bank (PPG) (TDS, current US$)","Central bank  debt service is the sum of principal repayments and interest actually paid in currency, goods, or services on long-term obligations of public debtors and long-term private obligations guaranteed by a public entity.The central bank is the financial institution (or institutions) that exercises control over key aspects of the financial system. The monetary authority, normally the agency that issues currency and holds the country�s international reserves.  Data are in current U.S. dollars.",0.701149425287356,0.62962962962963
"DT.INT.DECB.CD","Interest payments on external debt, central bank (PPG) (INT, current US$)","Central bank long-term debt are aggregated. The central bank is the financial institution (or institutions) that exercises control over key aspects of the financial system. The monetary authority, normally the agency that issues currency and holds the country�s international reserves. Interest payments are actual amounts of interest paid by the borrower in currency, goods, or services in the year specified. Long-term external debt is defined as debt that has an original or extended maturity of more than one year and that is owed to nonresidents by residents of an economy and repayable in currency, goods, or services. Data are in current U.S. dollars.",0.701149425287356,0.622222222222222
"DT.NFL.DECB.CD","Net flows on external debt, central bank (PPG) (NFL, current US$)","Central bank long-term debt are aggregated.  The central bank is the financial institution (or institutions) that exercises control over key aspects of the financial system. The monetary authority, normally the agency that issues currency and holds the country�s international reserves. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Long-term external debt is defined as debt that has an original or extended maturity of more than one year and that is owed to nonresidents by residents of an economy and repayable in currency, goods, or services. Data are in current U.S. dollars.",0.701149425287356,0.62962962962963
"DT.NTR.DECB.CD","Net transfers on external debt, central bank (PPG) (NTR, current US$)","The central bank is the financial institution (or institutions) that exercises control over key aspects of the financial system. The monetary authority, normally the agency that issues currency and holds the country�s international reserves. Net transfers on external debt are net flows minus interest payments during the year; negative transfers show net transfers made by the borrower to the creditor during the year. Data are in current U.S. dollars.",0.701149425287356,0.62962962962963
"ID.OWN.TOTL.FE.ZS","ID ownership, female (% age 15+)","The percentage of female respondents age 15 and above who report owning a primary foundational ID (national ID or similar credential). If the minimum age for obtaining an ID is above 15, observations below the minimum age are excluded.",0.700680272108844,0.490566037735849
"ID.OWN.TOTL.MA.ZS","ID ownership, male (% age 15+)","The percentage of male respondents age 15 and above who report owning a primary foundational ID (national ID or similar credential). If the minimum age for obtaining an ID is above 15, observations below the minimum age are excluded.",0.700680272108844,0.490566037735849
"SE.LPV.PRIM","Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)","This indicator brings together schooling and learning. It starts with the share of children who haven't achieved minimum reading proficiency and adjusts it by the proportion of children who are out of school.",0.700680272108844,0.547169811320755
"VC.IHR.PSRC.FE.P5","Intentional homicides, female (per 100,000 female)","Intentional homicides, female are estimates of unlawful female homicides purposely inflicted as a result of domestic disputes, interpersonal violence, violent conflicts over land resources, intergang violence over turf or control, and predatory violence and killing by armed groups. Intentional homicide does not include all intentional killing; the difference is usually in the organization of the killing. Individuals or small groups usually commit homicide, whereas killing in armed conflict is usually committed by fairly cohesive groups of up to several hundred members and is thus usually excluded.",0.700680272108844,0.60377358490566
"GC.AST.TOTL.CN","Net acquisition of financial assets (current LCU)","Net acquisition of government financial assets includes domestic and foreign financial claims, SDRs, and gold bullion held by monetary authorities as a reserve asset. The net acquisition of financial assets should be offset by the net incurrence of liabilities.",0.700680272108844,0.541353383458647
"GC.AST.TOTL.GD.ZS","Net acquisition of financial assets (% of GDP)","Net acquisition of government financial assets includes domestic and foreign financial claims, SDRs, and gold bullion held by monetary authorities as a reserve asset. The net acquisition of financial assets should be offset by the net incurrence of liabilities.",0.700680272108844,0.605263157894737
"ST.INT.DPRT","International tourism, number of departures","International outbound tourists are the number of departures that people make from their country of usual residence to any other country for any purpose other than a remunerated activity in the country visited. The data on outbound tourists refer to the number of departures, not to the number of people traveling. Thus a person who makes several trips from a country during a given period is counted each time as a new departure.",0.700680272108844,0.597744360902256
"SI.SPR.PCAP.ZG","Annualized average growth rate in per capita real survey mean consumption or income, total population (%)","The growth rate in the welfare aggregate of the total population is computed as the annualized average growth rate in per capita real consumption or income of the total population in  the income distribution in a country from household surveys over a roughly 5-year period. Mean per capita real consumption or income is measured at 2017 Purchasing Power Parity (PPP) using the Poverty and Inequality Platform (http://www.pip.worldbank.org). For some countries means are not reported due to grouped and/or confidential data. The annualized growth rate is computed as (Mean in final year/Mean in initial year)^(1/(Final year - Initial year)) - 1.  The reference year is the year in which the underlying household survey data was collected. In cases for which the data collection period bridged two calendar years, the first year in which data were collected is reported. The initial year refers to the nearest survey collected 5 years before the most recent survey available, only surveys collected between 3 and 7 years before the most recent survey are considered. 

The coverage and quality of the 2017 PPP price data for Iraq and most other North African and Middle Eastern countries were hindered by the exceptional period of instability they faced at the time of the 2017 exercise of the International Comparison Program. See the Poverty and Inequality Platform for detailed explanations.",0.7,0.502092050209205
"VC.IHR.PSRC.MA.P5","Intentional homicides, male (per 100,000 male)","Intentional homicides, male are estimates of unlawful male homicides purposely inflicted as a result of domestic disputes, interpersonal violence, violent conflicts over land resources, intergang violence over turf or control, and predatory violence and killing by armed groups. Intentional homicide does not include all intentional killing; the difference is usually in the organization of the killing. Individuals or small groups usually commit homicide, whereas killing in armed conflict is usually committed by fairly cohesive groups of up to several hundred members and is thus usually excluded.",0.693877551020408,0.6
"DC.DAC.LUXL.CD","Net bilateral aid flows from DAC donors, Luxembourg (current US$)","Net bilateral aid flows from DAC donors are the net disbursements of official development assistance (ODA) or official aid from the members of the Development Assistance Committee (DAC). Net disbursements are gross disbursements of grants and loans minus repayments of principal on earlier loans. ODA consists of loans made on concessional terms (with a grant element of at least 25 percent, calculated at a rate of discount of 10 percent) and grants made to promote economic development and welfare in countries and territories in the DAC list of ODA recipients. Official aid refers to aid flows from official donors to countries and territories in part II of the DAC list of recipients: more advanced countries of Central and Eastern Europe, the countries of the former Soviet Union, and certain advanced developing countries and territories. Official aid is provided under terms and conditions similar to those for ODA. Part II of the DAC List was abolished in 2005. The collection of data on official aid and other resource flows to Part II countries ended with 2004 data. DAC members are Australia, Austria, Belgium, Canada, Czech Republic, Denmark, Finland, France, Germany, Greece, Hungary, Iceland, Ireland, Italy, Japan, Korea, Luxembourg, The Netherlands, New Zealand, Norway, Poland, Portugal, Slovak Republic, Slovienia, Spain, Sweden, Switzerland, United Kingdom, United States, and European Union Institutions. Regional aggregates include data for economies not specified elsewhere. World and income group totals include aid not allocated by country or region. Data are in current U.S. dollars.",0.693877551020408,0.718045112781955
"HF.DYN.SMEA","Pap smear in last 3 years (% of females 20-69)","Percentage of women who received a pap smear in the last 3 years (preferably age 20-69 but age groups may vary)",0.692307692307692,0.65989847715736
"DT.AMT.BLTC.OPS.CD","OPS, bilateral concessional (AMT, current US$)","Other public sector bilateral debt includes loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Concessional debt is defined as loans with an original grant element of 35 percent or more. The grant element of a loan is the grant equivalent expressed as a percentage of the amount committed. It is used as a measure of the overall cost of borrowing. The grant equivalent of a loan is its commitment (present) value, less the discounted present value of its contractual debt service; conventionally, future service payments are discounted at 5 percent. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars.",0.689655172413793,0.644444444444444
"DT.AMT.DECB.CD","Principal repayments on external debt, central bank (PPG) (AMT, current US$)","Central bank  long-term debt are aggregated. The central bank is the financial institution (or institutions) that exercises control over key aspects of the financial system. The monetary authority, normally the agency that issues currency and holds the country�s international reserves.  Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Long-term external debt is defined as debt that has an original or extended maturity of more than one year and that is owed to nonresidents by residents of an economy and repayable in currency, goods, or services. Data are in current U.S. dollars.",0.689655172413793,0.622222222222222
"SN.ITK.DEFC","Number of people who are undernourished","Number of people who are undernourished shows the number of people whose habitual food consumption is insufficient to provide the dietary energy levels that are required to maintain a normal active and healthy life.",0.687074829931973,0.684210526315789
"GF.XPD.BUDG.ZS","Primary government expenditures as a proportion of original approved budget (%)","Primary government expenditures as a proportion of original approved budget measures the extent to which aggregate budget expenditure outturn reflects the amount originally approved, as defined in government budget documentation and fiscal reports. The coverage is budgetary central government (BCG) and the time period covered is the last three completed fiscal years.",0.687074829931973,0.56015037593985
"IQ.SCI.MTHD","Methodology assessment of statistical capacity (scale 0 - 100)","The methodology indicator measures a country’s ability to adhere to internationally recommended standards and methods. The methodology score is calculated as the weighted average of 10 underlying indicator scores. The final methodology score contributes 1/3 of the overall Statistical Capacity Indicator score.",0.687074829931973,0.68796992481203
"IQ.SCI.OVRL","Statistical Capacity Score (Overall Average) (scale 0 - 100)","The Statistical Capacity Indicator is a composite score assessing the capacity of a country’s statistical system. It is based on a diagnostic framework assessing the following areas: methodology; data sources; and periodicity and timeliness. Countries are scored against 25 criteria in these areas, using publicly available information and/or country input. The overall Statistical Capacity score is then calculated as a simple average of all three area scores on a scale of 0-100.",0.687074829931973,0.56390977443609
"IQ.SCI.PRDC","Periodicity and timeliness assessment of statistical capacity (scale 0 - 100)","The periodicity and timeliness indicator assesses the availability and periodicity of key socioeconomic indicators. It measures the extent to which data are made accessible to users through transformation of source data into timely statistical outputs. The periodicity score is calculated as the weighted average of 10 underlying indicator scores. The final periodicity score contributes 1/3 of the overall Statistical Capacity Indicator score.",0.687074829931973,0.68796992481203
"IQ.SCI.SRCE","Source data assessment of statistical capacity (scale 0 - 100)","The source data indicator reflects whether a country conducts data collection activities in line with internationally recommended periodicity, and whether data from administrative systems are available. The source data score is calculated as the weighted average of 5 underlying indicator scores. The final source data score contributes 1/3 of the overall Statistical Capacity Indicator score.",0.687074829931973,0.68796992481203
"SP.M18.2024.FE.ZS","Women who were first married by age 18 (% of women ages 20-24)","Women who were first married by age 18 refers to the percentage of women ages 20-24 who were first married by age 18.",0.680272108843537,0.524528301886792
"FR.INR.LNDP","Interest rate spread (lending rate minus deposit rate, %)","Interest rate spread is the interest rate charged by banks on loans to private sector customers minus the interest rate paid by commercial or similar banks for demand, time, or savings deposits. The terms and conditions attached to these rates differ by country, however, limiting their comparability.",0.680272108843537,0.680451127819549
"SP.POP.TECH.RD.P6","Technicians in R&D (per million people)","The number of technicians participated in Research & Development (R&D), expressed as per million. Technicians and equivalent staff are people who perform scientific and technical tasks involving the application of concepts and operational methods, normally under the supervision of researchers. R&D covers basic research, applied research, and experimental development.",0.680272108843537,0.462406015037594
"DT.DIS.DECB.CD","Disbursements on external debt, central bank (PPG) (DIS, current US$)","Central bank long-term debt are aggregated. The central bank is the financial institution (or institutions) that exercises control over key aspects of the financial system. The monetary authority, normally the agency that issues currency and holds the country�s international reserves. Disbursements are drawings by the borrower on loan commitments during the year specified. Long-term external debt is defined as debt that has an original or extended maturity of more than one year and that is owed to nonresidents by residents of an economy and repayable in currency, goods, or services. Data are in current U.S. dollars.",0.67816091954023,0.614814814814815
"fin14.1.d","Made a digital in-store merchant payment: using a mobile phone (% age 15+)","The percentage of respondents who report using a mobile phone to make an in-store purchase.",0.673469387755102,0.543396226415094
"fin14.1.d.1","Made a digital in-store merchant payment: using a mobile phone, female (% age 15+)","The percentage of respondents who report using a mobile phone to make an in-store purchase, female (% age 15+)",0.673469387755102,0.543396226415094
"fin14.1.d.2","Made a digital in-store merchant payment: using a mobile phone, male (% age 15+)","The percentage of respondents who report using a mobile phone to make an in-store purchase, male (% age 15+)",0.673469387755102,0.543396226415094
"fin14a1.d","Used a mobile phone or the internet to send money (% age 15+)","The percentage of respondents who report using a mobile phone or the Internet to send money to a relative or friend in the past year.",0.673469387755102,0.543396226415094
"fin14a1.d.1","Used a mobile phone or the internet to send money, female (% age 15+)","The percentage of respondents who report using a mobile phone or the Internet to send money to a relative or friend in the past year, female (% age 15+)",0.673469387755102,0.543396226415094
"fin14a1.d.2","Used a mobile phone or the internet to send money, male (% age 15+)","The percentage of respondents who report using a mobile phone or the Internet to send money to a relative or friend in the past year, male (% age 15+)",0.673469387755102,0.543396226415094
"fin17a.17a1.d","Saved at a financial institution or using a mobile money account (% age 15+)","The percentage of respondents who report saving or setting aside any money at a bank or another type of financial institution or using a mobile money account to save in the past year.",0.673469387755102,0.543396226415094
"fin17a.17a1.d.1","Saved at a financial institution or using a mobile money account, female (% age 15+)","The percentage of respondents who report saving or setting aside any money at a bank or another type of financial institution or using a mobile money account to save in the past year, female (% age 15+)",0.673469387755102,0.543396226415094
"fin17a.17a1.d.2","Saved at a financial institution or using a mobile money account, male (% age 15+)","The percentage of respondents who report saving or setting aside any money at a bank or another type of financial institution or using a mobile money account to save in the past year, male (% age 15+)",0.673469387755102,0.543396226415094
"fin22a.c.MM.d","Borrowed any money from a formal financial institution or using a mobile money account (% age 15+)","The percentage of respondents who report borrowing any money from a bank or another type of financial institution, or using a credit card, or using a mobile money account in the past year.",0.673469387755102,0.543396226415094
"fin22a.c.MM.d.1","Borrowed any money from a formal financial institution or using a mobile money account, female (% age 15+)","The percentage of respondents who report borrowing any money from a bank or another type of financial institution, or using a credit card, or using a mobile money account in the past year, female (% age 15+)",0.673469387755102,0.543396226415094
"fin22a.c.MM.d.2","Borrowed any money from a formal financial institution or using a mobile money account, male (% age 15+)","The percentage of respondents who report borrowing any money from a bank or another type of financial institution, or using a credit card, or using a mobile money account in the past year, male (% age 15+)",0.673469387755102,0.543396226415094
"fin24a.1.d","Coming up with emergency funds in 30 days: possible and very difficult (% age 15+)","The percentage of respondents who say it is possible and very difficult for them to come up with 1/20 of GNI per capita in local currency units in 30 days.",0.673469387755102,0.543396226415094
"fin24a.1.d.1","Coming up with emergency funds in 30 days: possible and very difficult, female (% age 15+)","The percentage of respondents who say it is possible and very difficult for them to come up with 1/20 of GNI per capita in local currency units in 30 days, female (% age 15+)",0.673469387755102,0.543396226415094
"fin24a.1.d.2","Coming up with emergency funds in 30 days: possible and very difficult, male (% age 15+)","The percentage of respondents who say it is possible and very difficult for them to come up with 1/20 of GNI per capita in local currency units in 30 days, male (% age 15+)",0.673469387755102,0.543396226415094
"fin24a.2.d","Coming up with emergency funds in 30 days: possible and somewhat difficult (% age 15+)","The percentage of respondents who say it is possible and somewhat difficult for them to come up with 1/20 of GNI per capita in local currency units in 30 days.",0.673469387755102,0.543396226415094
"fin24a.2.d.1","Coming up with emergency funds in 30 days: possible and somewhat difficult, female (% age 15+)","The percentage of respondents who say it is possible and somewhat difficult for them to come up with 1/20 of GNI per capita in local currency units in 30 days, female (% age 15+)",0.673469387755102,0.543396226415094
"fin24a.2.d.2","Coming up with emergency funds in 30 days: possible and somewhat difficult, male (% age 15+)","The percentage of respondents who say it is possible and somewhat difficult for them to come up with 1/20 of GNI per capita in local currency units in 30 days, male (% age 15+)",0.673469387755102,0.543396226415094
